,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
10964,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,0,23688,2165,113.1,3445.796721,62175.64554
10966,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,HAMPTON,49,15854,5991,0,126.4,3476.608028,32910.5168
10967,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,ABBEVILLE,1,0,0,0,126.4,0.0,0.0
10968,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,AIKEN,3,3887,6322,0,126.4,1518.169304,6175.155692
10969,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,EDGEFIELD,37,0,754,0,126.4,103.4394152,63.93826842
10970,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,NEWBERRY,71,0,1227,0,126.4,168.3291278,168.2849927
10971,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,FAIRFIELD,39,0,230,15,126.4,32.91178362,6.186084595
10974,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,0,231,0,127.9,31.6903248,6.216630677
10977,COUNTY,OHIO,39,CENTRAL,50,FAIRFIELD,45,0,59710,0,99.3,7712.590595,394694.7894
10980,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,KERSHAW,55,0,1121,0,126.4,153.7872472,140.594967
10981,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,LANCASTER,57,0,2695,0,126.4,369.720456,807.5122331
10985,COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,0,5102,0,112.5,699.9308967,2887.967917
10989,COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,0,156158,604,59.9,20222.41128,2699244.193
10993,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,LANCASTER,71,0,94511,161,108.9,12980.31565,988779.8936
10997,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,GREENVILLE,45,0,334,0,126.4,45.82064279,12.79624735
10998,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,SPARTANBURG,83,0,452,0,126.4,62.00877407,23.22043865
10999,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,CHARLESTON,19,0,1032,0,126.4,141.577555,119.2666892
11000,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,MCCORMICK,65,0,0,0,126.4,0.0,0.0
11001,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,SALUDA,81,0,1921,796,126.4,335.6361238,416.7724938
11002,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,0,9585,0,137.6,1314.942698,10181.53064
11004,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,GILES,71,0,60,0,112.5,8.231253195,0.479106898
11006,COUNTY,TENNESSEE,47,DELTA,10,DYER,45,21395,42349,2158,137.6,9587.765265,251272.0181
11007,COUNTY,TENNESSEE,47,DELTA,10,OBION,131,0,58610,0,137.6,8040.562496,380287.7631
11008,COUNTY,TENNESSEE,47,DELTA,10,TIPTON,167,26529,28863,1011,137.6,8493.43976,173234.9292
11010,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,0,74545,0,106.0,10226.64616,615158.0529
11012,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CARTER,19,0,260,0,137.6,35.66876385,7.83161948
11015,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,0,174,0,124.2,23.87063427,3.584907917
11018,COUNTY,MONTANA,30,SOUTHEAST,90,CARTER,11,0,787,0,39.0,101.6548116,69.61116266
11021,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,42272,19407,0,137.6,9740.752182,247289.3318
11022,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,29231,62187,0,137.6,13425.94897,526430.0758
11024,COUNTY,INDIANA,18,SOUTHWEST,70,GIBSON,51,0,90174,435,106.0,12410.15117,900121.3025
11026,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,17067,5065,403,137.6,3589.188832,36372.33951
11028,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,HARDEMAN,197,3633,0,0,73.4,579.2009478,1522.908879
11030,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDIN,71,0,6936,2388,137.6,1167.829371,5379.334888
11036,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,HARDIN,199,0,5,0,73.4,0.645837431,0.009487889
11042,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,0,0,420,99.6,36.07201189,3.167803706
11048,COUNTY,IOWA,19,CENTRAL,50,HARDIN,83,0,192663,0,86.4,24885.79538,4108685.89
11054,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,0,23400,0,124.2,3210.188746,60636.75885
11060,COUNTY,OHIO,39,WEST CENTRAL,40,HARDIN,65,0,88792,0,99.3,11469.03943,872742.2511
11066,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,6520,7869,0,137.6,2171.288502,11762.19341
11067,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,0,56379,0,137.6,7734.497065,351890.2269
11068,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,0,8677,0,137.6,1190.3764,8344.984569
11071,COUNTY,VIRGINIA,51,CENTRAL,50,BEDFORD,19,0,488,0,112.5,66.94752599,27.01432413
11074,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,BEDFORD,9,0,19895,174,108.9,2745.10667,43836.55011
11077,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,0,5908,0,137.6,810.5040646,3871.254391
11078,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,0,8060,0,137.6,1105.731679,7201.167118
11079,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,TROUSDALE,169,0,0,0,137.6,0.0,0.0
11080,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,0,2311,0,137.6,317.0404356,594.2306763
11083,COUNTY,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,27204,108423,8970,73.4,19112.19346,1387631.519
11086,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,0,17803,191,99.6,2315.972932,35105.18798
11089,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,0,2323,0,137.6,318.6866862,600.4016383
11090,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,0,1152,0,137.6,158.0400613,148.4356566
11091,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,0,416,0,137.6,57.07002215,19.71344218
11092,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,0,195,0,137.6,26.75157288,4.470814023
11093,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,SEQUATCHIE,153,0,907,0,137.6,124.4291108,92.2719995
11094,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,VAN BUREN,175,0,89,0,137.6,12.20969224,0.996346744
11097,COUNTY,IOWA,19,SOUTHEAST,90,VAN BUREN,177,0,43534,0,86.4,5623.17734,209824.9894
11100,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,0,40307,0,83.3,5206.353862,179874.9604
11103,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,0,1191,0,137.6,163.3903759,158.6019131
11104,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,13,0,102,0,137.6,13.99313043,1.288645522
11108,COUNTY,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,0,755,0,112.5,103.5766027,64.10663247
11112,COUNTY,KENTUCKY,21,NORTHERN,40,CAMPBELL,37,0,324,0,124.2,44.44876725,12.05451489
11116,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,CAMPBELL,21,0,62002,0,51.1,8008.642473,425574.2903
11120,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,0,1186,0,137.6,162.7044382,157.2797309
11121,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,57,0,459,0,137.6,62.96908694,23.93567006
11122,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,0,1601,0,137.6,219.6372728,285.8534833
11123,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,67,0,19,0,137.6,2.606563512,0.065495523
11131,COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,0,176035,0,99.6,22737.99842,3430101.24
11139,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,0,71657,0,106.0,9830.448503,568420.55
11147,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,0,194587,0,86.4,25134.31362,4191154.57
11155,COUNTY,KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,0,4493,0,124.2,616.3836768,2240.392227
11163,COUNTY,MAINE,23,CENTRAL,20,HANCOCK,9,0,5,0,107.2,0.685937766,0.009487889
11171,COUNTY,OHIO,39,NORTHWEST,10,HANCOCK,63,0,66306,0,99.3,8564.579334,486703.113
11179,COUNTY,WEST VIRGINIA,54,NORTHWEST,20,HANCOCK,29,0,0,0,114.7,0.0,0.0
11187,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,0,2037,0,137.6,279.451046,462.0005666
11188,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,0,2696,0,137.6,369.8576436,808.1102666
11189,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,0,2014,0,137.6,276.2957322,451.657031
11190,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,0,725,0,137.6,99.46097611,59.15200486
11192,COUNTY,OHIO,39,SOUTHEAST,90,MEIGS,105,0,5165,0,99.3,667.1500657,2959.64436
11194,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,0,78,0,137.6,10.70062915,0.778237186
11195,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,0,128,0,137.6,17.56000682,1.985475127
11197,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,ROANE,87,0,0,0,114.7,0.0,0.0
11199,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,SEVIER,155,0,217,0,137.6,29.76969906,5.503611771
11201,COUNTY,UTAH,49,CENTRAL,50,SEVIER,41,0,2249,0,31.0,290.4976762,562.8551839
11203,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,UNICOI,171,0,39,0,137.6,5.350314577,0.220770522
11204,COUNTY,TENNESSEE,47,WESTERN RIM,30,CHEATHAM,21,0,2445,0,137.6,335.4235677,664.9491894
11205,COUNTY,TENNESSEE,47,WESTERN RIM,30,DICKSON,43,0,2659,0,137.6,364.7817041,786.1304569
11206,COUNTY,TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,0,3865,0,137.6,530.2298933,1658.59517
11208,COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,0,42185,0,124.2,5787.256934,197024.4137
11210,COUNTY,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,0,35323,0,137.6,4845.875943,138147.6113
11213,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,12309,19593,3746,73.4,4814.902491,60170.26847
11216,COUNTY,KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,0,68,0,124.2,9.328753621,0.603199093
11219,COUNTY,TEXAS,48,BLACKLANDS,40,BELL,27,6261,67409,7264,73.4,10329.10213,508334.3121
11221,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,0,35,0,124.2,4.801564364,0.182631843
11223,COUNTY,TEXAS,48,BLACKLANDS,40,BOSQUE,35,6243,3965,1299,73.4,1619.021988,6263.085005
11224,COUNTY,TEXAS,48,BLACKLANDS,40,COLLIN,85,840,22840,7102,73.4,3694.065221,58606.13186
11225,COUNTY,TEXAS,48,BLACKLANDS,40,COOKE,97,0,3002,4870,73.4,806.0243598,1358.058682
11226,COUNTY,TEXAS,48,BLACKLANDS,40,CORYELL,99,0,1657,4705,73.4,618.1229434,639.137919
11227,COUNTY,TEXAS,48,BLACKLANDS,40,DELTA,119,0,10176,1000,73.4,1400.294081,11491.06015
11230,COUNTY,COLORADO,8,SOUTHWEST,70,DELTA,29,0,4087,0,40.5,527.9075157,1854.286248
11233,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,0,1589,0,83.3,205.2471354,281.6004275
11236,COUNTY,TEXAS,48,BLACKLANDS,40,DENTON,121,3310,1576,9346,73.4,1533.961899,2843.187897
11237,COUNTY,TEXAS,48,BLACKLANDS,40,FALLS,145,4676,66617,2455,73.4,9561.083991,493892.3348
11238,COUNTY,TEXAS,48,BLACKLANDS,40,GRAYSON,181,0,33034,7181,73.4,4883.664254,121596.7946
11241,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,GRAYSON,77,0,135,0,112.5,18.52031969,2.198650753
11244,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,0,9910,0,124.2,1359.528653,10883.23793
11247,COUNTY,TEXAS,48,BLACKLANDS,40,HILL,217,20690,102992,3587,73.4,16909.84965,1223643.582
11249,COUNTY,MONTANA,30,NORTH CENTRAL,20,HILL,41,0,0,120,39.0,10.30628911,0.373810401
11251,COUNTY,TEXAS,48,BLACKLANDS,40,HUNT,231,5561,8275,363,73.4,1986.615086,11156.8392
11252,COUNTY,TEXAS,48,BLACKLANDS,40,KAUFMAN,257,0,10058,0,73.4,1299.166575,11210.53285
11253,COUNTY,TEXAS,48,BLACKLANDS,40,MCLENNAN,309,11308,88312,5243,73.4,13660.14677,878467.2752
11254,COUNTY,TEXAS,48,BLACKLANDS,40,MILAM,331,13473,45752,10072,73.4,8922.681847,254153.2942
11255,COUNTY,TEXAS,48,BLACKLANDS,40,NAVARRO,349,26852,26127,5813,73.4,8154.966172,159059.8689
11256,COUNTY,TEXAS,48,BLACKLANDS,40,ROCKWALL,397,0,4620,5044,73.4,1029.961471,2750.905273
11257,COUNTY,TEXAS,48,COASTAL BEND,82,KLEBERG,273,28928,6362,24655,73.4,7551.201941,109777.7229
11258,COUNTY,TEXAS,48,COASTAL BEND,82,NUECES,355,128293,24820,142457,73.4,35894.42417,2261089.178
11259,COUNTY,TEXAS,48,COASTAL BEND,82,REFUGIO,391,22920,3811,24774,73.4,6274.074278,71153.84563
11260,COUNTY,TEXAS,48,COASTAL BEND,82,SAN PATRICIO,409,98021,19756,85707,73.4,25540.10785,1256939.883
11261,COUNTY,TEXAS,48,CROSS TIMBERS,30,ARCHER,9,0,0,0,73.4,0.0,0.0
11262,COUNTY,TEXAS,48,CROSS TIMBERS,30,CALLAHAN,59,0,0,0,73.4,0.0,0.0
11263,COUNTY,TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,0,0,0,73.4,0.0,0.0
11264,COUNTY,TEXAS,48,CROSS TIMBERS,30,ERATH,143,195,0,1449,73.4,155.5368486,37.56842426
11265,COUNTY,TEXAS,48,CROSS TIMBERS,30,PARKER,367,0,21,0,73.4,2.712517208,0.077038453
11266,COUNTY,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,0,0,0,73.4,0.0,0.0
11267,COUNTY,TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,2681,0,0,73.4,427.4257476,830.2922271
11268,COUNTY,TEXAS,48,CROSS TIMBERS,30,WISE,497,0,16,904,73.4,79.70739109,13.32517669
11270,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,WISE,195,0,97,0,112.5,13.30719267,1.171795616
11272,COUNTY,TEXAS,48,CROSS TIMBERS,30,YOUNG,503,777,0,0,73.4,123.8753472,70.48131535
11273,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,0,3327,0,73.4,429.7402263,1229.608685
11274,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOPKINS,223,715,0,0,73.4,113.9908279,59.75878155
11276,COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,0,24882,1076,124.2,3510.960933,68568.50685
11278,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,BRAZOS,41,11527,1788,1428,73.4,2191.319764,15685.77994
11279,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,FREESTONE,161,0,0,0,73.4,0.0,0.0
11280,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,GRIMES,185,0,0,0,73.4,0.0,0.0
11281,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN JACINTO,407,0,0,0,73.4,0.0,0.0
11282,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALLER,473,0,4399,1672,73.4,711.808733,2191.255906
11283,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BLANCO,31,0,0,0,73.4,0.0,0.0
11284,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BURNET,53,0,0,0,73.4,0.0,0.0
11285,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,COKE,81,996,0,0,73.4,158.7900204,115.4338788
11286,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,23660,543,5677,73.4,4329.771428,64932.38456
11287,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,IRION,235,0,0,0,73.4,0.0,0.0
11288,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KINNEY,271,0,0,0,73.4,0.0,0.0
11289,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,LLANO,299,0,0,0,73.4,0.0,0.0
11290,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,5535,900,1013,73.4,1085.685487,3638.383106
11291,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,28866,4020,1820,73.4,5277.606237,97718.62161
11292,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,0,0,0,73.4,0.0,0.0
11293,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413,9935,0,1052,73.4,1674.266312,11383.40496
11294,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,54377,2677,12256,73.4,10067.59877,343181.2737
11295,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,34569,600,1577,73.4,5724.199551,137568.7136
11296,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,10821,15165,6354,73.4,4229.710416,39561.11776
11297,COUNTY,TEXAS,48,LOWER VALLEY,97,CAMERON,61,62127,29631,50269,73.4,18049.51884,578586.3813
11299,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CAMERON,23,0,171,0,108.9,23.45907161,3.466319041
11301,COUNTY,TEXAS,48,LOWER VALLEY,97,STARR,427,5400,6317,16162,73.4,3064.946131,11662.84817
11302,COUNTY,TEXAS,48,LOWER VALLEY,97,WILLACY,489,69082,16838,85065,73.4,20494.37936,687278.5446
11303,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,5878,3790,7194,73.4,2044.523009,6350.096291
11305,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,ARMSTRONG,5,0,13762,0,108.9,1887.975108,20980.94823
11307,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45,35180,0,3574,73.4,5915.623231,142584.8553
11308,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,83179,30309,34031,73.4,20098.7543,914714.3584
11309,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,48683,44464,9714,73.4,14339.01745,492940.9669
11310,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,23513,83958,14457,73.4,15834.91822,847029.6202
11311,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,40008,31879,41104,73.4,14026.36253,321663.9005
11312,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HANSFORD,195,62209,56399,7662,73.4,17860.81334,798197.2439
11313,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HARTLEY,205,25288,67135,8972,73.4,13473.83453,573731.2877
11314,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HEMPHILL,211,0,0,0,73.4,0.0,0.0
11315,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,22744,9354,2863,73.4,5080.147867,69347.58553
11317,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,0,141570,0,51.1,18286.24101,2218495.984
11319,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,2615,10221,11595,73.4,2732.969578,14366.27968
11320,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,OCHILTREE,357,44115,22857,41040,73.4,13510.28647,306657.8168
11321,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,OLDHAM,359,1161,0,6321,73.4,727.979375,754.7295542
11323,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,0,2257,0,124.2,309.6323077,566.8558197
11325,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369,52217,24624,22413,73.4,13430.41517,388255.3515
11326,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375,0,0,1217,73.4,104.5229487,23.49328241
11329,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,POTTER,105,0,3355,0,108.9,460.2642412,1250.354573
11332,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,POTTER,107,0,83539,0,51.1,10790.52262,772539.3393
11335,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,8060,4118,12414,73.4,2883.084831,11655.94988
11336,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ROBERTS,393,0,0,0,73.4,0.0,0.0
11338,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,ROBERTS,109,0,157139,0,51.1,20297.2496,2733256.955
11340,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,100398,6182,18019,73.4,18352.31396,1168495.884
11341,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,BORDEN,33,57646,0,0,73.4,9190.370998,382273.9221
11342,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,CHILDRESS,75,36586,0,1875,73.4,5993.858744,154053.0293
11343,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,COLLINGSWORTH,87,58681,0,954,73.4,9437.313698,396137.4562
11344,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,COTTLE,101,28417,0,0,73.4,4530.45784,92914.46024
11345,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DICKENS,125,35951,0,1074,73.4,5823.827655,148718.6096
11346,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DONLEY,129,16579,1684,941,73.4,2941.488887,31965.70458
11347,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,FOARD,155,0,0,0,73.4,0.0,0.0
11348,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,GARZA,169,41001,0,0,73.4,6536.696411,193401.9959
11349,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,KENT,263,2043,0,0,73.4,325.710855,482.7945137
11353,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,0,55961,188,116.0,7694.181035,346692.7368
11357,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29,0,43262,0,113.1,5935.007929,207211.5748
11361,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,0,39658,0,83.3,5122.524164,174129.9672
11365,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,KING,269,0,0,0,73.4,0.0,0.0
11367,COUNTY,WASHINGTON,53,WESTERN,10,KING,33,0,7,0,97.6,0.904172403,0.0148326
11369,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,MOTLEY,345,6243,0,0,73.4,995.3073265,4491.042837
11370,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WILBARGER,487,50100,191,2254,73.4,8205.586791,288834.319
11371,COUNTY,TEXAS,48,SOUTH CENTRAL,81,AUSTIN,15,2857,6522,853,73.4,1371.175911,5671.326032
11372,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEE,25,14210,9996,10068,73.4,4421.323909,35825.34122
11373,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEXAR,29,645,8829,6230,73.4,1778.318798,9269.583065
11374,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BURLESON,51,9262,8618,2802,73.4,2830.436893,18230.4257
11375,COUNTY,TEXAS,48,SOUTH CENTRAL,81,COLORADO,89,0,13724,0,73.4,1772.694579,20865.29283
11376,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GOLIAD,175,0,8698,1700,73.4,1269.504557,8430.332839
11377,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,0,4039,227,73.4,541.2035399,1812.115818
11378,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,1626,24243,16719,73.4,4826.560587,69537.1172
11379,COUNTY,TEXAS,48,SOUTH CENTRAL,81,HAYS,209,2328,5310,2385,73.4,1261.864606,3841.556721
11380,COUNTY,TEXAS,48,SOUTH CENTRAL,81,KARNES,255,4195,13593,4836,73.4,2839.916423,22850.3198
11381,COUNTY,TEXAS,48,SOUTH CENTRAL,81,MEDINA,325,15537,24560,5941,73.4,6159.629317,95109.76958
11383,COUNTY,OHIO,39,NORTHEAST,30,MEDINA,103,0,13987,0,99.3,1806.665628,21672.29957
11385,COUNTY,TEXAS,48,SOUTH CENTRAL,81,TRAVIS,453,1739,14828,5711,73.4,2683.033785,25194.80245
11386,COUNTY,TEXAS,48,SOUTH TEXAS,96,ATASCOSA,13,1883,1125,1179,73.4,546.7751304,574.0259195
11387,COUNTY,TEXAS,48,SOUTH TEXAS,96,DIMMIT,127,0,0,0,73.4,0.0,0.0
11388,COUNTY,TEXAS,48,SOUTH TEXAS,96,FRIO,163,5517,11603,2069,73.4,2555.990736,18490.80269
11389,COUNTY,TEXAS,48,SOUTH TEXAS,96,JIM WELLS,249,26247,16767,51599,73.4,10781.86934,149768.5529
11390,COUNTY,TEXAS,48,SOUTH TEXAS,96,LIVE OAK,297,1696,4714,5272,73.4,1332.074597,3216.267199
11391,COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAPATA,505,0,0,0,73.4,0.0,0.0
11392,COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAVALA,507,7694,5856,4951,73.4,2408.262075,10990.73881
11393,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,ANDREWS,3,11314,0,0,73.4,1803.765352,14737.67617
11394,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,BAILEY,17,77145,8683,17078,73.4,14887.37032,697272.2265
11395,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,COCHRAN,79,124080,20842,31180,73.4,25151.8191,1833391.238
11396,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,CROSBY,107,177589,2498,6187,73.4,29166.64684,3628780.278
11397,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GAINES,165,241339,5100,13945,73.4,40332.5601,6704995.612
11398,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GLASSCOCK,173,128853,627,961,73.4,20706.26567,1909810.233
11399,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,152495,12398,72464,73.4,32136.97483,2769429.105
